,name,latitude,longitude
74,Jay See Landing,-91.4779338,47.545745700000005
75,Opstead,-93.47218240000001,46.233842900000006
76,Janesville,-93.70800440000001,44.116078
77,Ringo Mobile Home Park,-94.2294444,44.6736111
78,Walters,-93.6732896,43.606524300000004
79,Bonga Landing,-95.4844664,47.3738468
80,Cherry,-92.70713,47.400765
81,Diamond Corner,-96.10394600000001,43.993495800000005
82,Gregory,-94.35639060000001,45.93941
83,Hazelton,-93.95163620000001,44.956629500000005
84,Libby,-93.32522610000001,46.7841151
85,Delorme,-96.2892176,47.764689600000004
86,Pine Springs,-92.95483130000001,45.0358292
87,Bloomington Ferry,-93.3843935,44.7996861
88,Alma City,-93.72792430000001,44.0222661
89,Pennington,-94.47996930000001,47.4835642
90,Casco,-92.70185740000001,47.2579909
91,Grand Lake,-92.4679677,46.8666081
92,Ramshaw,-92.5812959,47.4274293
93,Anglim,-96.5978424,47.794971600000004
94,Corning,-93.0493625,43.7610729
95,Browns Valley,-96.83340700000001,45.595239
96,Clarkfield,-95.808639,44.790514
97,Hydes Lake,-93.8494105,44.818851200000005
98,Foster,-96.675899,45.416352
99,Paynesville,-94.711892,45.3804687
100,Hopkins,-93.40749450000001,44.9271194
101,Sabin,-96.65313300000001,46.779685
102,Haydenville,-96.30976980000001,45.0094081
103,Morristown,-93.444316,44.2264466
104,Delhi,-95.21111300000001,44.5991256
105,McIntosh,-95.8864205,47.6369051
106,Tracy,-95.6191766,44.2332911
107,Deephaven,-93.52245520000001,44.929685400000004
108,Roscoe,-92.7715835,44.2252419
109,Pine City,-92.96854230000001,45.826067200000004
110,French,-96.2017287,46.288015300000005
111,Willington Grove,-91.57903230000001,43.5783025
112,Pleasant Beach,-94.73529300000001,45.7780208
113,Clifton,-91.92046230000001,46.881325700000005
114,Wilds,-96.6361787,47.7455274
115,Rosy,-94.3060645,47.658009400000005
116,Doyle,-93.5749504,44.3702416
117,Brunswick,-93.2757796,45.7888498
118,Gonvick,-95.5131887,47.7370442
119,New Brighton,-93.2060969,45.062899900000005
120,Bena,-94.20741500000001,47.340669000000005
121,Wood Lake,-95.53834950000001,44.652734900000006
122,Rockford,-93.7344099,45.0882963
123,Spring Lake,-93.4632844,44.706352200000005
124,Margie,-93.9400147,48.0949217
125,Brooks,-96.0011917,47.814589100000006
126,West Lynn,-94.47859770000001,44.8491287
127,Saint Patrick,-93.5021739,44.5946853
128,Warroad,-95.31440400000001,48.905266000000005
129,Wilbert,-94.5394208,43.5438448
130,Evergreen Mobile Home Park,-94.51111110000001,45.0944444
131,Makinen,-92.36768400000001,47.357151800000004
132,Saint Mary's Point,-92.7715817,44.914502500000005
133,Lauren,-91.69767440000001,47.1846496
134,Fairbanks,-91.9265623,47.370480300000004
135,Danube,-95.09722500000001,44.791904900000006
136,Friesland,-92.9296473,46.085505500000004
137,Belle Creek,-92.77075430000001,44.438299400000005
138,Koniska,-94.21721140000001,44.8449813
139,Thor,-93.4207945,46.476061900000005
140,Canisteo,-93.45409790000001,47.287719200000005
141,Lake Netta,-93.19189300000001,45.2799655
142,Schroeder,-90.8974661,47.5431303
143,Pelican Rapids,-96.083112,46.570792000000004
144,Bussler Trailer Court,-94.36250000000001,44.550000000000004
145,Clara City,-95.3664045,44.954959300000006
146,Empire,-93.0146565,44.659133600000004
147,Fritz's Resort Trailer Park,-94.30667000000001,46.53333
148,Sterling Center,-94.07717880000001,43.9060715
149,Russell,-95.95169200000001,44.31913
150,North Redwood,-95.0944424,44.5632931
151,Frontenac,-92.3565707,44.5110788
152,Marshall,-95.7886581,44.4469635
153,Current Lake,-95.94371930000001,44.138762500000006
154,Bass Brook,-93.64660620000001,47.238279600000006
155,Wrightstown,-95.1861413,46.273851300000004
156,Lakeview Estates,-96.04806,46.299440000000004
157,Heisler Manufactured Home Park,-95.82111110000001,46.644444400000005
158,Stockholm,-94.22109110000001,45.036352
159,Stewart,-91.7093421,47.1032639
160,Rich Valley,-93.04382480000001,44.7460777
161,Gilbert,-92.46520000000001,47.488909
162,Grant,-92.79740480000001,47.4932627
163,Celina,-93.0618434,47.8657595
164,Landfall,-92.9766032,44.9507993
165,Jessie Lake,-93.8171523,47.601058200000004
166,Elbow Lake,-95.5460328,47.148022700000006
167,Rothman,-91.9643221,47.7660264
168,Cambridge,-93.2243921,45.572740800000005
169,Lakeside,-94.55915540000001,44.8341286
170,Monticello,-93.7939996,45.305390100000004
171,Clotho,-95.04300350000001,46.019848700000004
172,Puposky,-94.90717860000001,47.677717300000005
173,Mounds View,-93.20759310000001,45.1068949
174,Kilkenny,-93.5741156,44.3132973
175,Brevik,-94.2885863,47.083011000000006
176,Greenleafton,-92.20933210000001,43.5802429
177,Tyler,-96.13475500000001,44.2783
178,Mountain Lake,-94.9309224,43.939299600000005
179,Good Thunder,-94.06578850000001,44.0046863
180,Belvidere Mills,-92.5093544,44.452467500000004
181,Rogers,-93.5785587,44.260519800000004
182,Long Beach,-95.4175371,45.654683500000004
183,Red Lake / Ogaakaaning,-95.01694020000001,47.876346000000005
184,Heritage Estate,-92.8577637,44.0255542
185,Beaver,-92.0123846,44.1532976
186,Glen,-93.5152427,46.4185646
187,Hixon,-96.6756234,47.8174725
188,Syre,-96.25867050000001,47.180239900000004
189,Island Park,-93.638293,44.924685100000005
190,Supreme Mobile Court,-94.17778000000001,46.43056
191,Franklin,-94.8805473,44.528294700000004
192,Kesteloot's Trailer Court,-95.98333330000001,44.5561111
193,Sogn,-92.92798350000001,44.406354900000004
194,Stoney Creek Estates,-93.3529869,43.6160681
195,Clarks Grove,-93.32895520000001,43.7639185
196,Solway,-95.1291755,47.5199538
197,Isle,-93.47079240000001,46.138011000000006
198,Dakota,-91.35984780000001,43.9138856
199,McGregor,-93.31384200000001,46.606615100000006
200,Balaton,-95.872242,44.233296
201,Baudette,-94.600171,48.7124408
202,Tofte,-90.8364038,47.5738732
203,Shorewood,-93.5891242,44.9007963
204,Rustad,-96.7482557,46.7335878
205,Four Corners,-92.2801901,46.8532736
206,Heiberg,-96.27589250000001,47.2830188
207,High Landing,-95.80826470000001,48.0495352
208,Savage,-93.33562040000001,44.7779041
209,Normania,-95.8086366,44.6466252
210,Stark,-94.6497008,44.2394052
211,Dalbo,-93.398841,45.6588517
212,Tawney,-91.78987240000001,43.6163553
213,Tenmile Corner,-94.42854150000001,43.9783629
214,Cohasset,-93.620215,47.263556
215,Enfield,-93.93136650000001,45.3574655
216,Staples,-94.7933333,46.355000100000005
217,Gibbon Trailer Park,-94.5166667,44.5361111
218,Sunrise,-92.8549364,45.5469049
219,Trail,-95.6931315,47.7794012
220,Oak Grove,-93.326897,45.3407981
221,Hackensack,-94.52040740000001,46.93003
222,Wendell,-96.10116900000001,46.035516
223,Manchester,-93.44943500000001,43.7240781
224,Point Douglas,-92.8179813,44.7510787
225,Heinola,-95.4072591,46.456071800000004
226,Hallock,-96.946447,48.7744263
227,Johnsville,-93.23439400000001,45.1971876
228,Harmony,-92.010176,43.555189000000006
229,La Prairie,-93.489102,47.228276
230,Minerva,-95.38224170000001,47.369124000000006
231,Nemadji,-92.5946404,46.479389600000005
232,Beltrami,-96.5309438,47.542365000000004
233,Pipestone,-96.317502,44.000584
234,Snowden,-92.55046200000001,47.455206000000004
235,Burntside Lake,-92.03459260000001,47.892687300000006
236,Baptism Crossing,-91.3412667,47.52963260000001
237,Inez,-94.58024540000001,47.860234600000005
238,Nielsville,-96.8164302,47.527327500000006
239,Kelly Lake,-93.0063454,47.417625300000005
240,Willow River,-92.8383129,46.3201763
241,Baxter,-94.28666600000001,46.343300500000005
242,Windom,-95.1169366,43.866346400000005
243,Merton,-93.1465977,44.1460747
244,Robinson,-92.04181750000001,47.859356000000005
245,Mahoning,-92.972133,47.4490989
246,Jordan,-93.6261918,44.6663146
247,Silver Rapids,-91.75541700000001,47.903789100000004
248,Norshor Junction,-91.62572340000001,47.3665875
249,Jelle,-95.40027160000001,48.2380184
250,Wagon Wheel Mobile Home Park,-93.53460410000001,47.198289900000006
251,Mar Wey Mobile Home Park,-93.97119810000001,44.310733500000005
252,Troy,-92.067937,43.8707968
253,Woodlyn Court,-93.3277778,45.409722200000004
254,Western,-96.18311650000001,46.151904300000005
255,Melvin,-96.38922500000001,47.620800700000004
256,Kingsdale,-92.312455,46.239177000000005
257,Oakridge,-91.91988040000001,44.120797
258,Coopers Corner,-93.23467190000001,45.399131000000004
259,Elevenmile Corner,-93.9563408,47.1957875
260,Stanton,-93.0228921,44.4719439
261,Mantorville,-92.7551315,44.0678403
262,Rainbow Terrace Mobile Home Park,-93.3579871,43.6171791
263,Le Center,-93.7302337,44.3894097
264,Trosky,-96.25697600000001,43.889137000000005
265,Minneota,-95.98558600000001,44.55885
266,Tabor,-96.8628456,48.0791435
267,Centerville,-93.05577570000001,45.1630223
268,Kjellbergs Mobile Home Park,-93.80972220000001,45.282777800000005
269,Rock Dell,-92.63871900000001,43.9207309
270,Clearbrook,-95.431123,47.691901
271,Scott,-92.7696281,47.449652500000006
272,Independence,-92.4604681,46.9582731
273,Clear Lake,-93.9988708,45.444965700000004
274,Lydia,-93.50106310000001,44.652740900000005
275,Cross Lake,-94.1138727,46.6594065
276,Saint Vincent,-97.2249917,48.9678252
277,Zimmerman,-93.5899663,45.443276100000006
278,Greenland,-93.7274507,44.2066336
279,New Germany,-93.97052550000001,44.884129200000004
280,Wabedo,-94.1880318,46.920512300000006
281,Hatfield,-96.1953064,43.957469
282,Legionville,-94.19943950000001,46.4471889
283,Otisville,-92.7649317,45.2469108
284,Murphy City,-91.32460130000001,47.5096329
285,Colonial Manor Mobile Home Park,-93.25799,44.0999628
286,Benson,-95.60003490000001,45.314960400000004
287,Alden,-93.5761961,43.6703382
288,Squaw Lake,-94.1363333,47.6324527
289,Randall,-94.5036199,46.0910771
290,Shooks,-94.438291,47.874124
291,Saint Hilaire,-96.215418,48.0141149
292,Carnelian Junction,-92.8302099,45.124689000000004
293,Island,-93.0135401,46.986052400000005
294,Fulda,-95.6002856,43.870518600000004
295,Wacouta,-92.43490800000001,44.5449677
296,White Mobile Home Park,-93.85472220000001,44.9652778
297,Liston Evergreen Mobile Home Park,-93.79616580000001,47.3462558
298,Matawan,-93.63600330000001,43.8600584
299,Davidson,-96.84729490000001,47.8766418
300,Country Acres Mobile Home Park,-93.4925544,47.209156400000005
301,Woodstock,-96.100581,44.009134
302,Pfingsten,-95.67362130000001,43.805519100000005
303,Dice Trailer Park,-95.695051,47.7790073
304,Renville,-95.21167310000001,44.7891264
305,Rapidan,-94.0686744,44.094412000000005
306,Jeffers,-95.19666020000001,44.0557904
307,Madelia Mobile Village,-94.4182983,44.057460500000005
308,Alger,-91.6926749,47.147151
309,Quiring,-94.6996979,47.882457200000005
310,Nett Lake,-93.09397750000001,48.1109257
311,Grand Meadow,-92.5721281,43.7061113
312,Fox Lake,-94.65886660000001,43.6766221
313,Mendota Heights,-93.1382749,44.8835768
314,Spring Lake,-93.8679869,47.6424481
315,Mizpah,-94.2038765,47.9241673
316,North Star Moblie Home Park,-93.5507553,47.2263941
317,Lake Park,-96.09573280000001,46.8855616
318,Langor,-94.59163640000001,47.7807886
319,Le Roy,-92.5032843,43.509662600000006
320,Towns Edge Mobile Home Park,-93.9577867,46.4849394
321,Effie,-93.64296820000001,47.84022
322,Finlayson,-92.9160349,46.2016136
323,Popple Creek,-94.0244294,45.6619108
324,Round Lake,-95.46833810000001,43.5405195
325,Sartell,-94.20693650000001,45.621631900000004
326,Nicolville,-92.8782441,43.6746855
327,Waldeck,-93.6077413,46.6743996
328,Wahlsten,-92.2835012,47.7357561
329,Klossner,-94.42574090000001,44.3657194
330,Lawndale,-96.3603437,46.556904100000004
331,Hardwick,-96.19932,43.774851000000005
332,Leonard,-95.2722308,47.651900000000005
333,Minneiska,-91.87182460000001,44.1949642
334,Garfield,-95.4921314,45.940697400000005
335,Louisburg,-96.1711592,45.1660744
336,Dakomin,-96.6720152,45.724960800000005
337,Greenwood Junction,-91.57988610000001,47.4407512
338,Old Mesaba,-92.13239270000001,47.5821453
339,Farris,-94.70276870000001,47.3766204
340,Glendale,-93.3891155,44.761074900000004
341,Falls Junction,-93.3429248,48.6027124
342,Chamberlain,-94.7216739,46.9052364
343,Iona,-95.784181,43.91552
344,Woodland Terrace Mobile Home Park,-93.6587602,47.7478959
345,Saco,-93.266322,44.004406700000004
346,Valley View Park,-92.8563862,44.0334044
347,Hollandale,-93.2041983,43.760829
348,White Bear Beach,-92.98962420000001,45.09998
349,Coney Island,-93.7838145,44.8612418
350,Duquette,-92.5531655,46.369707600000005
351,Hull,-92.92325260000001,47.197437300000004
352,Imogene,-94.3455239,43.660232900000004
353,Pencer,-95.63776060000001,48.6991443
354,International Falls,-93.4105904,48.601033
355,Sumter,-94.26331250000001,44.739407
356,Clappers,-91.96489410000001,47.4354795
357,Dumfries,-92.12017,44.3449667
358,Predmore,-92.32877830000001,43.9378071
359,High Forest,-92.54838840000001,43.8460972
360,Pinetop,-94.1018799,47.9057875
361,Fifty Lakes,-94.093035,46.739127200000006
362,Sturgeon,-92.868791,47.776590000000006
363,Hermantown,-92.23824640000001,46.8068852
364,Sunrise Estates Mobile Home Park,-92.9958333,45.3938889
365,Aurora,-92.23676440000001,47.529853300000006
366,Lake Crystal,-94.21884940000001,44.105797300000006
367,Bayview,-92.1954692,46.747163500000006
368,Strandquist,-96.4473744,48.4903988
369,Swift Falls,-95.42392000000001,45.398850100000004
370,Parkers Prairie Park,-95.33500000000001,46.1516667
371,Terrace,-95.3200305,45.509962400000006
372,Breda,-91.8857304,47.311869800000004
373,Mankato,-93.9993505,44.1634663
374,Keewatin,-93.072415,47.399657000000005
375,Buckman,-94.0936003,45.8974655
376,Burnsville,-93.2773887,44.767056700000005
377,Coffee Pot Landing,-95.18260360000001,47.34885370000001
378,Lansing,-92.97019180000001,43.745240200000005
379,Farmington,-93.14354970000001,44.6402434
380,Ortonville,-96.44477900000001,45.304687
381,Norway Lake,-95.1350173,45.283574300000005
382,New Duluth,-92.22630380000001,46.6599415
383,Morgan,-94.92554650000001,44.416904900000006
384,Nowthen,-93.47046490000001,45.3281563
385,Komensky,-94.2769251,44.9071848
386,Laurel,-93.67460750000001,48.514948100000005
387,Malung,-95.7241499,48.7724643
388,Ellis,-94.69695770000001,46.514129700000005
389,Emmons,-93.4883348,43.501801400000005
390,Afton,-92.7835373,44.902745200000005
391,Caledonia,-91.49638700000001,43.635046900000006
392,Clontarf,-95.678651,45.37635
393,Bucksnort,-92.05099150000001,43.8177413
394,Mora,-93.2938352,45.8769031
395,Stewartville,-92.4883221,43.8554243
396,Chisago City,-92.88993760000001,45.3735757
397,Holt,-96.19253110000001,48.2919155
398,Klondyke,-93.9660951,46.441629400000004
399,Bongards,-93.84857670000001,44.7624622
400,Goodridge,-95.809459,48.143296500000005
401,New Richland,-93.49382870000001,43.8938493
402,Kirk,-92.6626849,47.4152082
403,Cottonwood,-95.674187,44.608846
404,Varco,-92.95658080000001,43.605796700000006
405,Dresbach,-91.3431966,43.8955202
406,McCauleyville,-96.7089023,46.441385100000005
407,Saint Paul,-93.09310280000001,44.9497487
408,Red Wing,-92.53380130000001,44.562467600000005
409,Fairmont,-94.4610832,43.6521775
410,Lax Lake,-91.30877410000001,47.344085
411,West Albion,-94.1352739,45.1958952
412,New Ulm,-94.46141770000001,44.3140261
413,Winger,-95.98837250000001,47.536073200000004
414,Schechs Mill,-91.5809766,43.6674676
415,Kiester,-93.7121663,43.5363429
416,Deer Creek Mobile Home Park,-95.32111110000001,46.3911111
417,Riverview Terrace,-96.57362570000001,47.760982600000006
418,Eagles Nest,-92.09654210000001,47.839913900000006
419,Lawler,-93.1705015,46.5360576
420,Ruthton,-96.10391800000001,44.176633
421,Wolf,-92.60879510000001,47.4504845
422,Watertown,-93.84699160000001,44.9636573
423,Buffalo Lake,-94.6169333,44.7371841
424,Turtle River,-94.7516528,47.587453000000004
425,Heron Lake,-95.3202763,43.7949593
426,Maple Hill,-90.3048243,47.807668400000004
427,Lime Creek,-95.56195100000001,43.889685
428,Lake Shore,-94.36055730000001,46.4855226
429,Comus,-93.25743920000001,44.3849639
430,Waskish,-94.512455,48.161352
431,Bethel,-93.2678063,45.404098000000005
432,Ostrander,-92.4279497,43.6135754
433,Downer,-96.48701460000001,46.754127200000006
434,Highland,-91.87015240000001,43.6807984
435,Long Point,-94.95994920000001,48.9772145
436,Outing,-93.9480252,46.820514
437,Freeman,-96.76090500000001,47.819417900000005
438,Stroms,-92.6616109,44.629409700000004
439,Carver Beach,-93.53773310000001,44.878018700000005
440,Marion,-92.34822550000001,43.943575
441,Twig,-92.3646341,46.8943846
442,Parkview Mobile Home Park,-94.03555560000001,44.8825
443,West Ridge Village Mobile Home Park,-94.9947137,43.609680700000006
444,Twin Lakes,-93.4229885,43.559677900000004
445,Union,-93.12548020000001,43.891906600000006
446,Woodward Brook,-93.58523790000001,45.676075600000004
447,Adrian,-95.933355,43.634942
448,Cannon Falls,-92.90621750000001,44.5068445
449,Andree,-93.22309150000001,45.728717700000004
450,Havana,-93.14626700000001,44.066388800000006
451,Bluffton,-95.2330859,46.4691278
452,Gilfillan,-94.9944378,44.459127
453,Elcor,-92.44101540000001,47.505204000000006
454,Otter Creek,-92.53880360000001,46.625222300000004
455,Dent,-95.716435,46.553571000000005
456,Pilot Grove,-94.22800620000001,43.529007500000006
457,Lakeland,-92.77091010000001,44.955056000000006
458,Andover,-93.2913405,45.233298500000004
459,Sveadahl,-94.7394256,44.074125
460,Kimberly,-93.4663507,46.560785200000005
461,Star Hills Mobile Home Park,-95.7161111,46.553611100000005
462,Odessa,-96.32894300000001,45.259687
463,Altura,-91.93960220000001,44.0716301
464,Bain,-93.58968080000001,46.7907876
465,Ronald,-93.05521390000001,46.447168000000005
466,Hidden Valley Mobile Home Village,-91.72361190000001,44.0637933
467,Coleraine Junction,-92.57241450000001,46.9671626
468,Waukon,-96.13093160000001,47.368925000000004
469,Gates Corner,-94.10269910000001,48.2191239
470,Lengby,-95.635869,47.5157697
471,Summit,-93.18548360000001,43.9207952
472,Stanchfield Corner,-93.19300000000001,45.6735729
473,Opole,-94.3688889,45.746632000000005
474,Crystal Bay,-93.5764944,44.9538699
475,Henrytown,-91.9293227,43.594410100000005
476,Hutchinson,-94.36970570000001,44.8877401
477,Vasa,-92.7224199,44.503300100000004
478,Bengal,-93.0660314,47.2682701
479,Red Lake Falls,-96.27319770000001,47.882251100000005
480,Granger,-92.1387756,43.502188100000005
481,Tintah,-96.32278380000001,46.009966600000006
482,Lennox,-94.3430579,46.2435781
483,Forbes,-92.6040753,47.3715978
484,Martin Lake,-93.0949444,45.3810761
485,North Mankato,-94.0338055,44.173291600000006
486,Palisade,-93.4885687,46.713286200000006
487,Spring Park,-93.632293,44.935325600000006
488,Herman,-96.14341630000001,45.8085608
489,Stevenson,-93.05796910000001,47.4366001
490,East Union,-93.68162600000001,44.718018300000004
491,Iverson,-92.52935810000001,46.6663331
492,Saint Rosa,-94.7158469,45.7305208
493,Guckeen,-94.22496430000001,43.6513439
494,Johnson's Mobile Home Park,-96.00961720000001,47.672867200000006
495,Jacobson,-93.2674372,47.0007761
496,Danvers,-95.7519839,45.2819049
497,Buyck,-92.5234934,48.121853
498,Oslo,-97.13115900000001,48.195132300000004
499,Maple Island,-93.163813,43.761627100000005
500,Torfin,-95.7344266,48.597586500000006
501,Jessenland,-93.92330030000001,44.5719079
502,Goodland,-93.13576,47.161884
503,Bradford,-93.368842,45.522464
504,Artichoke,-96.15755390000001,45.39913
505,Mallory,-96.9117415,47.8766429
506,Bancroft,-93.35521,43.7016244
507,Barry,-96.5591953,45.558806600000004
508,Colby,-92.1698959,47.5418687
509,Finkle,-96.74730310000001,46.8138519
510,Nashua,-96.30811920000001,46.0374599
511,Bagley,-95.39834900000001,47.521623000000005
512,Flensburg,-94.53500890000001,45.955243200000005
513,Louriston,-95.45196700000001,45.0944036
514,Brookston,-92.6038061,46.8677233
515,Huntersville,-94.8927939,46.775792
516,Luxemburg,-94.24625080000001,45.4527726
517,Pontoria,-94.3366537,46.863291600000004
518,Doran,-96.48246630000001,46.1843106
519,Chanhassen,-93.5307207,44.861840300000004
520,Calumet,-93.27686800000001,47.321883
521,Glendale,-92.8310026,48.032416000000005
522,Greenview,-96.56062170000001,47.625803000000005
523,Nicollet Landing,-94.2163534,44.282744
524,Watkins Mobile Home Park,-94.40833330000001,45.315277800000004
525,Backus,-94.5163876,46.8202373
526,Rush Meadows Mobile Home Park,-92.9583333,45.6777778
527,Northview Court,-94.38166670000001,44.9063889
528,Northside Trailer Park,-96.21545110000001,48.0178616
529,Skibo,-91.9943374,47.485479000000005
530,Riverside Terrace Mobile Home Park,-93.84066320000001,44.9707803
531,River Terrace Mobile Home Park,-93.81809270000001,45.3210582
532,Big Stone Colony,-96.47422780000001,45.529130200000004
533,Sebeka,-95.08891360000001,46.629960000000004
534,Stephen,-96.87286200000001,48.4506658
535,Mobile Park Estates,-95.37555560000001,45.8611111
536,New Sweden,-94.18996960000001,44.4074655
537,Emily,-93.9580296,46.731071400000005
538,Epsom,-93.05604190000001,44.262186500000006
539,Frazee,-95.7001391,46.7278049
540,Burr,-96.35921490000001,44.748296700000004
541,River Valley,-95.78224060000001,48.020238600000006
542,Shirley,-96.61450830000001,47.868861
543,Deerfield,-93.3596613,44.167463000000005
544,Madelia,-94.4183249,44.050733900000004
545,Allen,-92.0987838,47.5163128
546,Eagle Lake,-93.88134190000001,44.1649669
547,Corona,-92.76631010000001,46.670501900000005
548,Harliss,-92.6565386,44.582443600000005
549,Lewis Lake,-93.3688388,45.7666282
550,Perez Mobile Home Park,-94.14444440000001,44.771388900000005
551,Moorhead,-96.7538674,46.8739081
552,Rutledge,-92.86645680000001,46.2595839
553,Grogan,-94.53663490000001,44.0163475
554,Parent,-93.98655040000001,45.6326253
555,Vista,-93.4666062,43.9571841
556,Dalton Trailer Court,-95.915318,46.1739242
557,Belgrade,-92.3740685,47.5310367
558,Perkins,-91.64431180000001,43.783020900000004
559,Chisholm,-92.88352800000001,47.489926000000004
560,Alberta,-96.0476086,45.5732488
561,Riley,-92.9299132,47.362989400000004
562,Evergreen Mobile Home Park,-94.51111110000001,45.0944444
563,Mayville,-92.9093562,43.7638515
564,Lismore,-95.947241,43.747744000000004
565,Vista Village Mobile Home Park,-92.86935430000001,43.740240400000005
566,Burschville,-93.6355552,45.1236966
567,Upsala,-94.57139740000001,45.810798600000005
568,Heidelberg,-93.6263443,44.491352600000006
569,Watson,-95.801348,45.009723
570,Waukenabo,-93.60023890000001,46.7399551
571,Grainwood,-93.43939470000001,44.722185700000004
572,Little Rock,-94.0927668,45.8324659
573,Naytahwaush,-95.62614090000001,47.2627371
574,Nisswa,-94.28860900000001,46.520522400000004
575,East Cottage Grove,-92.88159680000001,44.8416337
576,Oylen,-94.79862650000001,46.574683400000005
577,Erdahl,-95.81782700000001,45.991905
578,Thorhult,-95.24804510000001,48.230242600000004
579,Sawbill Landing,-91.26791890000001,47.7151809
580,Vlasaty,-92.84908800000001,43.964688
581,Jameson,-93.365981,48.603824700000004
582,Orrock,-93.73637330000001,45.4438601
583,Richards,-95.9122717,46.836069900000005
584,Walbo,-93.3268953,45.587185500000004
585,Crystal Springs Fish Hatchery,-91.9862707,44.0746856
586,Wiiams Narrows Resort and Mobile Home Court,-94.06223840000001,47.5051125
587,Riverview Terrace Mobile Home Park,-93.5722222,44.801388900000006
588,Choice,-91.7908596,43.6597789
589,Johnsdale,-93.7885844,46.032739600000006
590,Bellechester,-92.5112976,44.3683004
591,Holman,-93.371594,47.3099398
592,Carman Terrace,-96.61843540000001,47.7566581
593,Kerrick,-92.5870118,46.3393449
594,Noyes Junction,-96.60562060000001,47.794693800000005
595,Butternut,-94.32913090000001,44.1377408
596,Judson,-94.1956576,44.196319900000006
597,Cummingsville,-92.2600937,43.8746777
598,Albright,-94.1144232,45.1294084
599,Basswood,-95.69337940000001,46.455515500000004
600,Inger,-93.9850782,47.554277000000006
601,Ransom,-95.793974,43.543707000000005
602,Lake Orono Estates,-93.6032273,45.3081552
603,Arnesén,-95.06739800000001,48.9578257
604,Biscay,-94.27498010000001,44.8274625
605,Fillmore,-92.2682204,43.7485749
606,Anthony,-96.66618480000001,47.346080400000005
607,Hamilton,-92.4485047,43.761629500000005
